"outcome"	"type1"	"exposure1"	"type2"	"exposure2"	"IV1"	"IV2"	"IV3"	"AGE"	"GENDER"	"PC"
2.59433615774315	3	-999	3	-999	0	1	2	0.125036373035982	1	0.277226533149127
2.2616050563407	3	-999	3	-999	1	2	0	0.227304393425584	1	0.48572128531965
2.068698767593	3	-999	3	-999	0	0	1	0.445419274736196	0	0.291826599933347
2.10970124987363	3	-999	3	-999	1	1	0	0.0129806194454432	0	0.845056940955103
1.02520671025027	3	-999	3	-999	2	2	1	0.337424034951255	0	1.52501757255739
1.44789873211935	3	-999	3	-999	0	0	0	0.882717146072537	1	-0.0414747287262692
1.69818324778585	3	-999	3	-999	1	0	0	0.777122010244057	0	0.537777947521586
-0.398827201260623	3	-999	3	-999	1	0	1	0.128752103308216	0	0.29563555898963
-0.48127069861914	3	-999	3	-999	1	1	2	0.506674772826955	0	-0.467584373184363
0.987080932325405	3	-999	3	-999	0	0	1	0.110241741640493	1	-0.103913736000375
0.965002270394977	3	-999	3	-999	2	2	0	0.108659809688106	1	-1.19232003778979
1.54815687980494	3	-999	3	-999	0	0	1	0.012154329335317	1	2.34850509245456
1.50600838291794	3	-999	3	-999	1	2	2	0.337042071623728	0	-0.0217932179059839
1.83140995080058	3	-999	3	-999	1	1	0	0.724193542962894	0	-0.935779953633099
1.67634211344282	3	-999	3	-999	0	1	0	0.135765565326437	1	0.688635589422479
-1.98452440555034	3	-999	3	-999	1	1	0	0.932654506992549	1	-1.00242247938871
-0.418202001274111	3	-999	3	-999	0	1	2	0.819192394381389	1	0.473278677299699
0.609512558083123	3	-999	3	-999	0	1	2	0.626652998151258	0	0.669593879450414
1.72182836012212	3	-999	3	-999	0	0	1	0.450575521448627	1	0.262669298345435
0.67285271020614	3	-999	3	-999	2	0	1	0.930380409350619	0	-0.48948772870599
0.400658057002546	3	-999	3	-999	1	1	0	0.815560809569433	0	-1.70977866230013
0.63617521244157	3	-999	3	-999	1	1	1	0.356169141130522	1	-0.290798311766771
0.665326531649924	3	-999	3	-999	1	1	1	0.568260059459135	1	1.1744775580584
-1.64148195714236	3	-999	3	-999	2	0	1	0.905831717886031	1	1.29547132663621
0.856982582106365	3	-999	3	-999	1	1	2	0.376274121692404	0	0.931683624799034
1.34674151408845	3	-999	3	-999	1	0	0	0.805178692331538	1	0.781826693180317
0.73751409258498	3	-999	3	-999	1	1	2	0.0162681275978684	0	0.12053439068402
-0.121819225932626	3	-999	3	-999	1	0	2	0.38949035317637	1	1.52183087616979
0.406582585778449	3	-999	3	-999	0	2	1	0.768144505098462	1	-0.922927892476107
0.0487610956673278	3	-999	3	-999	0	1	0	0.150742573663592	1	0.988209060077482
0.247161172271791	3	-999	3	-999	2	1	1	0.519661546684802	0	-1.33647987768388
3.16226300855475	3	-999	3	-999	1	1	0	0.331679628696293	1	2.35805645624299
0.712019784420884	3	-999	3	-999	1	1	0	0.427540071075782	0	-0.609173467913291
-0.936730265017483	3	-999	3	-999	1	0	1	0.849837484071031	1	-0.744845846954264
-0.659496984092055	3	-999	3	-999	0	1	0	0.400071335257962	0	0.679417781672927
0.956662420426428	3	-999	3	-999	0	0	1	0.467822049278766	0	1.57911341050018
2.22785097735686	3	-999	3	-999	1	1	0	0.525026565184817	1	-1.25354986190963
-2.20504172949498	3	-999	3	-999	0	1	1	0.461728114634752	1	0.872527984629762
0.605038391904451	3	-999	3	-999	0	0	1	0.779220515862107	0	0.908902494697221
1.38414278985586	3	-999	3	-999	0	1	1	0.609131522011012	1	-0.274965428466818
1.7323121094067	3	-999	3	-999	0	1	1	0.625193992396817	1	0.152686721431697
-1.73994874152657	3	-999	3	-999	0	1	1	0.753635509870946	0	0.811168839365585
1.83365928216062	3	-999	3	-999	0	0	1	0.0796498090494424	1	-1.17894632994899
0.889789610469723	3	-999	3	-999	0	0	1	0.952203740132973	1	-1.97892471283668
-0.396772473668661	3	-999	3	-999	0	1	2	0.654977129073814	1	0.148885651183984
0.514103945422591	3	-999	3	-999	0	0	2	0.00426263269037008	1	-0.135867056635589
0.752191129447508	3	-999	3	-999	0	0	2	0.788364361273125	1	0.473150953734067
-0.200165260482147	3	-999	3	-999	0	0	0	0.357967951102182	1	-1.27256887621777
0.669792816323974	3	-999	3	-999	0	1	2	0.678611810784787	0	-1.99540672641135
-0.294187324288131	3	-999	3	-999	1	0	1	0.7802304092329	0	-0.333075424365728
0.0655983631080007	3	-999	3	-999	0	2	1	0.825588367413729	1	-0.112436089351549
-0.55349094808927	3	-999	3	-999	0	0	1	0.574138888390735	1	0.467896482207929
-1.5190401652761	3	-999	3	-999	1	2	1	0.0337498071603477	1	-0.954673934806126
0.597139911883886	3	-999	3	-999	0	0	2	0.298505671555176	0	-0.563593359354069
0.262111779948818	3	-999	3	-999	1	1	0	0.456308343214914	0	-0.478304070400833
1.25200897518882	3	-999	3	-999	0	2	2	0.985550353536382	0	1.9856577784989
0.643039240692756	3	-999	3	-999	0	0	2	0.743987200781703	0	0.946419779963826
0.732408772959353	3	-999	3	-999	1	0	1	0.618568817386404	0	1.26613036814865
1.3053860210217	3	-999	3	-999	1	1	1	0.530175988096744	1	-0.726857584306261
1.13109116396104	3	-999	3	-999	0	1	0	0.955623340094462	0	0.693378507928941
0.458616761304917	3	-999	3	-999	1	1	1	0.56344612617977	0	-1.11489644552321
1.14846938626303	3	-999	3	-999	0	1	1	0.206899918615818	1	0.259879255011445
0.744057735582652	3	-999	3	-999	0	0	1	0.729194757994264	0	0.308577489159109
0.976156466206349	3	-999	3	-999	0	1	1	0.703650006325915	0	1.34993131665374
-0.188551590460493	3	-999	3	-999	1	1	1	0.827303316444159	0	1.68487676880226
0.146698058191983	3	-999	3	-999	0	0	1	0.0962002852465957	0	-0.259181721035703
3.82425768840443	3	-999	3	-999	1	1	1	0.183738518739119	1	1.32944268674723
0.675410369562875	3	-999	3	-999	1	1	1	0.521744605852291	0	0.547653682626504
1.89620311339977	3	-999	3	-999	1	1	0	0.243912673788145	1	0.860730138610261
-0.228166670132568	3	-999	3	-999	0	1	1	0.0142482304945588	0	-0.661046711468815
-0.784769604743083	3	-999	3	-999	1	0	2	0.276959433685988	0	0.610256099598955
1.11361638696937	3	-999	3	-999	1	2	1	0.173219839343801	0	-1.43019399531141
-0.42004515579504	3	-999	3	-999	1	1	0	0.769940229598433	1	-1.54353547310254
0.144403146129329	3	-999	3	-999	0	1	1	0.0519465289544314	0	1.16360547859239
2.43246432838169	3	-999	3	-999	0	2	2	0.475988573394716	1	0.548978731120674
-0.816665445134484	3	-999	3	-999	0	0	0	0.0384857889730483	1	0.0519991269413951
-1.61257694578027	3	-999	3	-999	0	2	0	0.760200635995716	0	0.804633192949062
1.82287816697417	3	-999	3	-999	1	2	0	0.71681785909459	1	0.403551436766757
-0.769873726374651	3	-999	3	-999	0	1	0	0.431436219951138	1	-0.0372815841614295
1.78901414141312	3	-999	3	-999	0	1	2	0.680684311781079	0	1.34571046645662
0.991018792921823	3	-999	3	-999	0	1	2	0.202501782914624	1	0.243585846586322
-0.1705433681358	3	-999	3	-999	1	1	2	0.358665918000042	0	1.06280187683938
1.72093843852156	3	-999	3	-999	0	1	1	0.955345104448497	1	1.19572262723101
-0.140609819767007	3	-999	3	-999	1	2	0	0.665232386672869	0	-1.07654796491086
-0.508468369480974	3	-999	3	-999	0	2	1	0.975112477550283	0	0.41944962656376
2.02451697648938	3	-999	3	-999	0	1	2	0.752431548666209	1	0.481447649308662
0.835168162074668	3	-999	3	-999	2	2	2	0.495149868074805	0	0.155536953426022
-1.14035719119994	3	-999	3	-999	1	1	2	0.137593947350979	0	-1.60215665222991
-1.30432341832182	3	-999	3	-999	1	0	2	0.101094057317823	0	-1.29927887975369
0.682012908826775	3	-999	3	-999	0	0	1	0.769859776133671	0	1.73040135465586
0.179536181974762	3	-999	3	-999	0	1	1	0.943450459977612	0	0.929520399820614
1.78076220910164	3	-999	3	-999	1	0	1	0.610908743459731	0	-0.587653525315392
-0.253646091936555	3	-999	3	-999	0	0	0	0.468063711654395	1	-1.87105833283165
-0.334674118146036	3	-999	3	-999	1	0	1	0.695322969229892	0	-1.62532127912332
1.2830299445233	3	-999	3	-999	0	0	1	0.683177664410323	0	-1.58716620374557
-0.148258681105079	3	-999	3	-999	0	1	1	0.751171073177829	0	-0.746243742639596
-0.210633423022041	3	-999	3	-999	1	2	1	0.0707064880989492	1	0.473383269304956
0.475397951245974	3	-999	3	-999	0	1	1	0.831776555161923	0	0.680394213838662
0.455803689728548	3	-999	3	-999	0	1	2	0.958353648660704	0	0.169809299931715
-0.937800615766581	3	-999	3	-999	1	0	0	0.344660436501727	0	-2.20788140401888
1.34564310815523	3	-999	3	-999	1	1	0	0.954396179877222	1	0.994893767945681
0.14785013284397	3	-999	3	-999	0	1	0	0.35641228640452	0	-1.62986947107757
-0.665422704299297	3	-999	3	-999	0	1	0	0.567418291466311	0	-1.2301034767774
0.875691435429039	3	-999	3	-999	2	2	0	0.8593536070548	0	1.49310687597883
0.191801595056751	3	-999	3	-999	0	1	2	0.275329309515655	1	-0.796225081788245
-0.23202878439994	3	-999	3	-999	1	2	0	0.6820725556463	0	-0.913151597750904
0.912234123240455	3	-999	3	-999	2	0	2	0.0135918124578893	0	1.17763832421633
0.305889117911481	3	-999	3	-999	1	0	0	0.48526782495901	1	1.35205817001372
1.76867391135054	3	-999	3	-999	0	1	0	0.351705936482176	0	0.137345939565242
-0.0756622634315289	3	-999	3	-999	0	0	2	0.776973971864209	1	1.21434464039755
2.37919467740089	3	-999	3	-999	2	0	1	0.768770062597468	0	1.25305095020133
0.338477488431481	3	-999	3	-999	0	0	1	0.259006877895445	0	0.551031968577838
0.848143385615032	3	-999	3	-999	0	0	1	0.778971308609471	1	0.380077740103846
2.45127691175765	3	-999	3	-999	2	2	1	0.976671982556581	0	0.6525899457771
0.626892946219342	3	-999	3	-999	1	1	0	0.269146199338138	1	1.80854121150433
-0.221557095113945	3	-999	3	-999	0	1	2	0.305233083898202	0	0.456931165517356
0.759137076230044	3	-999	3	-999	1	0	2	0.949149125255644	1	1.93851961306927
-0.918055423054094	3	-999	3	-999	2	1	2	0.119109491584823	1	-1.12572297306955
0.811597900083141	3	-999	3	-999	1	1	1	0.71052801120095	1	-1.29183116547209
-1.99747697926961	3	-999	3	-999	0	2	1	0.997640928952023	0	2.324314755604
1.61413284413029	3	-999	3	-999	1	0	2	0.514738022582605	0	-0.49499827015741
-0.0899817867193657	3	-999	3	-999	0	2	1	0.608558357926086	1	-0.229014528560548
0.752230063491663	3	-999	3	-999	0	2	1	0.421764165395871	0	0.279113411062707
3.6416470463565	3	-999	3	-999	0	0	1	0.430118557065725	0	0.0982174177336368
-0.404118230680199	3	-999	3	-999	0	1	2	0.286508998833597	1	0.2305701074238
0.402353843965411	3	-999	3	-999	2	1	1	0.174950182670727	1	2.14523782138926
-0.573614586459767	3	-999	3	-999	0	0	1	0.342296928865835	0	-0.537063857117335
-0.157108143533474	3	-999	3	-999	0	0	1	0.796185997314751	1	-0.810050673490144
-0.0328427788575721	3	-999	3	-999	0	1	0	0.597488030092791	1	-0.726138731049372
0.279332960169724	3	-999	3	-999	1	0	1	0.630417919019237	0	1.19659592048054
1.34407523871185	3	-999	3	-999	1	1	0	0.479863187065348	1	2.07700032745738
0.997944947652031	3	-999	3	-999	1	2	2	0.0710866595618427	0	0.417305681031533
0.109801401913406	3	-999	3	-999	1	1	1	0.937532840063795	0	-1.35835396215949
3.23377057800515	3	-999	3	-999	1	1	1	0.963253668276593	0	-0.995322690938784
0.419162815025024	3	-999	3	-999	1	1	0	0.488866402534768	1	0.529432535392896
0.616221906876669	3	-999	3	-999	1	1	1	0.333864280488342	0	-0.294877227670602
0.930729937566045	3	-999	3	-999	1	0	0	0.232598966686055	1	-1.20669520241183
1.86040502858221	3	-999	3	-999	1	0	0	0.480849629500881	1	0.781939643975769
0.747494211350405	3	-999	3	-999	2	1	2	0.0276602425146848	0	-1.570372952328
-0.985046140810007	3	-999	3	-999	0	1	0	0.0603661071509123	1	0.846276882881429
-1.65444514398664	3	-999	3	-999	0	1	2	0.881997745484114	0	-1.25569802506887
-0.844085513053286	3	-999	3	-999	0	0	0	0.396566580515355	0	2.39579546161314
1.75599353204128	3	-999	3	-999	0	2	1	0.385999379679561	1	0.835963765692885
-2.32046119427943	3	-999	3	-999	0	0	1	0.271543249255046	0	0.517215148043301
0.248082511740348	3	-999	3	-999	1	0	1	0.0800459755118936	0	-0.380352965640852
-0.498219426105118	3	-999	3	-999	0	2	2	0.989024648442864	1	0.774583348123954
2.85364132405797	3	-999	3	-999	0	1	0	0.189583359984681	0	-0.465699722158606
-0.689811572729643	3	-999	3	-999	0	0	1	0.992878182791173	1	0.0383483206832691
-1.40004589738694	3	-999	3	-999	0	1	1	0.994504554662853	0	-2.07546499521933
2.08560484439929	3	-999	3	-999	1	1	2	0.18049631989561	0	-0.11634215606719
1.94590360911141	3	-999	3	-999	1	0	2	0.0993375782854855	1	1.71434473504327
-1.04567807937632	3	-999	3	-999	1	0	0	0.501515516778454	0	1.20381639770654
1.00887614191487	3	-999	3	-999	0	2	2	0.61493454570882	0	-0.332726621028279
0.0770344062140403	3	-999	3	-999	0	0	0	0.266743856249377	1	1.41811726029425
0.546471570523099	3	-999	3	-999	0	0	0	0.0326887224800885	0	1.54781265958332
2.27582739708581	3	-999	3	-999	0	1	1	0.781335883541033	0	1.1266634774021
1.23795555083631	3	-999	3	-999	1	1	1	0.404768806649372	0	1.91446426198239
0.881625120130606	3	-999	3	-999	0	1	0	0.0445027654059231	1	1.09575769725016
-0.930382501399081	3	-999	3	-999	0	2	1	0.625796040985733	0	-1.52658380050655
-0.46819498825555	3	-999	3	-999	0	0	1	0.867037147749215	1	2.08208937872528
2.21210595018528	3	-999	3	-999	1	1	1	0.404343078145757	1	0.0475600438565129
0.861440141397259	3	-999	3	-999	0	1	1	0.156033668899909	1	-0.132234615895126
-0.727400796509657	3	-999	3	-999	1	2	0	0.503199335187674	1	0.0933688982679917
0.232752866537015	3	-999	3	-999	0	2	1	0.934630404692143	1	-0.438752786921677
-0.805595166324632	3	-999	3	-999	0	0	1	0.406976616941392	1	-1.06019119007288
-0.000687396150524641	3	-999	3	-999	1	1	2	0.00422936887480319	1	-2.91460538368813
-0.887465489612355	3	-999	3	-999	1	0	1	0.820632460294291	1	-1.39384770738763
2.44484082273659	3	-999	3	-999	0	1	1	0.759793161647394	1	1.0145094905562
-1.03706847396136	3	-999	3	-999	0	1	2	0.469404589151964	0	-1.31798241737119
-0.861276876381186	3	-999	3	-999	0	1	1	0.389828328508884	0	0.509824837745395
1.76588237504017	3	-999	3	-999	1	0	0	0.946515349904075	0	0.0374921929591973
0.256953762580382	3	-999	3	-999	0	1	1	0.0181309292092919	1	0.884300413273849
0.2134467842434	3	-999	3	-999	1	0	1	0.770268028136343	1	0.0398890319085173
0.161896277154095	3	-999	3	-999	1	1	0	0.610896822297946	0	-0.408668950968641
-0.0845677563912495	3	-999	3	-999	1	2	1	0.460715283406898	0	-0.412450178155966
3.38387825193062	3	-999	3	-999	1	0	1	0.030800704844296	1	-0.370653904583549
-0.304881831940178	3	-999	3	-999	0	1	0	0.864948708564043	0	-1.60881857037843
0.686611215757806	3	-999	3	-999	1	1	1	0.732403500238433	1	-1.1782758700871
0.0896980933186771	3	-999	3	-999	1	1	2	0.514820161508396	1	-1.10991936785538
0.0432443574508801	3	-999	3	-999	1	0	0	0.0706434804014862	0	0.97791659873052
0.0163966663139429	3	-999	3	-999	1	1	0	0.628390463069081	1	1.38749907697571
0.035205442360395	3	-999	3	-999	0	1	2	0.07665910362266	0	-0.354592487442506
1.18742982074601	3	-999	3	-999	1	0	0	0.395282903220505	0	-0.503599706974381
-0.331285515167699	3	-999	3	-999	0	1	0	0.485953513998538	0	0.585866907959776
-0.968228886336427	3	-999	3	-999	1	0	1	0.00130144949071109	0	0.457907150475204
1.81296534226062	3	-999	3	-999	0	0	0	0.704601138597354	0	1.50496945902385
0.613386717104142	3	-999	3	-999	0	1	1	0.311124680563807	0	-0.729428796188227
-0.0386785103195998	3	-999	3	-999	1	1	2	0.156281095929444	1	-0.89861642332893
1.37913170064003	3	-999	3	-999	2	1	1	0.068305721739307	1	-0.589235184846
-0.195389647552522	3	-999	3	-999	1	1	0	0.020316120935604	0	-0.224645426804499
1.1129542846746	3	-999	3	-999	0	0	0	0.507956355111673	0	0.582108585561491
1.53884522202106	3	-999	3	-999	0	1	1	0.543554791249335	0	0.510227227209961
-0.622165467974093	3	-999	3	-999	2	0	0	0.553125438047573	1	-1.25991768864339
0.101420954646605	3	-999	3	-999	1	0	1	0.882449885131791	1	-0.140180387942963
1.32954711363702	3	-999	3	-999	2	2	1	0.658346323762089	1	-0.833988444823649
1.02907349417936	3	-999	3	-999	0	0	1	0.435514694079757	1	-0.657497026411381
1.17493950657165	3	-999	3	-999	0	1	0	0.60604975791648	1	0.333894298633952
-0.189938417650869	3	-999	3	-999	1	2	1	0.398018163628876	1	-0.630491532929554
0.505706119148553	3	-999	3	-999	0	1	1	0.986408457159996	1	-1.36329243823816
0.0722650793755863	3	-999	3	-999	1	0	2	0.775415436830372	0	-1.27745865038267
-0.932087441120101	3	-999	3	-999	0	1	1	0.509107565041631	0	0.381359630827168
-1.44896818181723	3	-999	3	-999	2	1	1	0.0666545429266989	0	-1.72029337001775
1.57562232055873	3	-999	3	-999	1	1	2	0.755947029683739	1	0.386907391503559
0.295854037105681	3	-999	3	-999	1	1	1	0.493163051316515	1	-2.17677136931663
1.28998072324996	3	-999	3	-999	0	0	1	0.527041865279898	1	0.991530966132566
-0.308867471544506	3	-999	3	-999	1	0	1	0.229327520122752	1	-0.702623987833927
-0.422709811285722	3	-999	3	-999	0	2	1	0.966514483094215	0	-0.154266570895598
-1.09545360970949	3	-999	3	-999	0	0	1	0.926612655166537	1	0.773360950666862
0.76721960619131	3	-999	3	-999	0	0	2	0.76886656996794	1	-0.600417489013295
0.633580416630602	3	-999	3	-999	0	0	1	0.0355423472356051	0	2.01346405492001
-0.319712999547961	3	-999	3	-999	0	0	1	0.868066222872585	1	-0.524051480755872
-0.749913432965829	3	-999	3	-999	0	1	0	0.0449024704284966	0	-1.3176913080878
-0.359661146305024	3	-999	3	-999	0	1	0	0.0216456686612219	1	0.445421296736958
-1.78372294134886	3	-999	3	-999	1	1	0	0.150810702471063	1	-1.11203283000388
0.979516386868533	3	-999	3	-999	0	1	1	0.702356352237985	0	-0.159651040735095
0.20095086241525	3	-999	3	-999	1	2	2	0.132756576640531	1	-2.48336729815268
2.31633982010589	3	-999	3	-999	0	1	0	0.210376814939082	1	-0.0865348694529905
1.8600113606618	3	-999	3	-999	0	1	1	0.896877761464566	0	-1.5880763000716
0.75791409388309	3	-999	3	-999	1	1	0	0.821179217193276	0	-1.25839556168949
-1.54278593208327	3	-999	3	-999	2	0	0	0.317532642744482	1	-1.14845957151723
1.3020193124824	3	-999	3	-999	0	0	2	0.441515104379505	1	1.07810949107737
2.70069717975853	3	-999	3	-999	2	0	1	0.436661406885833	1	0.0480128033437555
1.09468054097745	3	-999	3	-999	1	0	2	0.752901886589825	0	0.939406402097406
2.81576793267886	3	-999	3	-999	1	0	0	0.651529828552157	0	0.476963038307005
-1.48575967116766	3	-999	3	-999	0	0	1	0.669343953486532	1	-0.438928641856729
-0.546630477614998	3	-999	3	-999	0	1	2	0.165228429250419	1	1.56770731295603
0.577614338577866	3	-999	3	-999	0	1	1	0.0241521298885345	0	0.165626272604342
1.75147999796996	3	-999	3	-999	1	0	1	0.85739265428856	1	-2.03259460601441
-0.527221276154607	3	-999	3	-999	1	0	1	0.172823738306761	0	0.625439195409985
0.947119562038502	3	-999	3	-999	2	1	1	0.225421842886135	0	1.08214883863657
0.674093649032562	3	-999	3	-999	1	1	1	0.298284633085132	0	-1.19223210348142
0.987104472629055	3	-999	3	-999	0	1	1	0.868996040662751	1	-1.07601700853859
-0.0997011700610704	3	-999	3	-999	1	2	1	0.792698436183855	0	-1.16677949216921
-0.448179559315026	3	-999	3	-999	0	0	1	0.514512581983581	0	0.342589029577914
-0.194866774201746	3	-999	3	-999	0	0	0	0.355700697982684	0	-0.237016847404374
-0.528776490298002	3	-999	3	-999	0	0	0	0.532300469465554	1	-1.39198248207357
0.788961959545322	3	-999	3	-999	0	1	0	0.423974313307554	0	-0.951049857703078
0.802471420311116	3	-999	3	-999	1	1	0	0.275585236493498	0	-1.80852379341198
1.73094116002114	3	-999	3	-999	0	0	1	0.630564221879467	1	1.57046477743506
1.06807536004594	3	-999	3	-999	1	1	0	0.399801103631034	0	-0.325502002746002
1.96684528375446	3	-999	3	-999	1	1	0	0.466910996474326	1	-0.591384863402929
1.30647020445788	3	-999	3	-999	1	0	0	0.931379935704172	1	0.181915470026172
-0.698206207913686	3	-999	3	-999	0	1	2	0.129745228681713	0	0.0346886451553635
0.95415187655722	3	-999	3	-999	1	1	1	0.182766695041209	1	0.176703732242353
1.33936432229245	3	-999	3	-999	0	0	1	0.96330237085931	0	-1.20270037049415
0.576681009938895	3	-999	3	-999	1	1	1	0.445054169977084	0	-0.00774381914622975
-1.05703577307442	3	-999	3	-999	0	1	1	0.247853121254593	1	1.22791254924495
2.08737654487147	3	-999	3	-999	2	2	0	0.593277216656134	0	-0.608838306897717
2.05676140101065	3	-999	3	-999	2	1	1	0.479517017258331	0	-0.227496449424008
-0.445679318440116	3	-999	3	-999	1	1	1	0.00764791830442846	1	-0.863142350763751
0.487449942038136	3	-999	3	-999	0	0	1	0.325526684522629	1	0.0201448954327111
3.35069958749317	3	-999	3	-999	0	0	2	0.577722667949274	1	0.0352725082881277
-1.07358552305229	3	-999	3	-999	1	1	2	0.235059151891619	1	-0.349790322375814
